要素ID,DAOLU_ID,道路名称,几何类型,坐标系,长度（米）,最小经度,最大经度,最小纬度,最大纬度,经纬度坐标点列表
89,DAOLU_2022_89,中山路,LineString,EPSG:4326 (WGS84经纬度),5335.99,118.778879,118.778986,32.043729,32.091852,"[(118.778986, 32.043729), (118.778879, 32.091852)]"
90,DAOLU_2022_90,延安路,LineString,EPSG:4326 (WGS84经纬度),144.78,118.777367,118.77889,32.046133,32.046257,"[(118.777367, 32.046257), (118.777967, 32.046165), (118.77889, 32.046133)]"
91,DAOLU_2022_91,紫竹林路,LineString,EPSG:4326 (WGS84经纬度),256.27,118.77061,118.770799,32.086861,32.089167,"[(118.770799, 32.086861), (118.770618, 32.089087), (118.77061, 32.089167)]"
92,DAOLU_2022_92,山西路,LineString,EPSG:4326 (WGS84经纬度),497.84,118.764074,118.767829,32.067456,32.070606,"[(118.764074, 32.067456), (118.764627, 32.067949), (118.765492, 32.068619), (118.767829, 32.070606)]"
93,DAOLU_2022_93,平仓巷,LineString,EPSG:4326 (WGS84经纬度),218.82,118.772903,118.772968,32.05592,32.057889,"[(118.772942, 32.057889), (118.772914, 32.057683), (118.772914, 32.057123), (118.772914, 32.057055), (118.772911, 32.05686), (118.772903, 32.056491), (118.772968, 32.05592)]"
94,DAOLU_2022_94,汉口西路,LineString,EPSG:4326 (WGS84经纬度),974.96,118.758443,118.768753,32.056778,32.057095,"[(118.768753, 32.056788), (118.768687, 32.056782), (118.768634, 32.056778), (118.766552, 32.056818), (118.766449, 32.056812), (118.765176, 32.05679), (118.760681, 32.057024), (118.758584, 32.057095), (118.758443, 32.057069)]"
95,DAOLU_2022_95,幕府西路,LineString,EPSG:4326 (WGS84经纬度),330.19,118.746918,118.750366,32.098363,32.098777,"[(118.750366, 32.098363), (118.750154, 32.098365), (118.748726, 32.098446), (118.748199, 32.098491), (118.747891, 32.098542), (118.747541, 32.098618), (118.746918, 32.098777)]"
96,DAOLU_2022_96,铁路北街,LineString,EPSG:4326 (WGS84经纬度),468.54,118.75322,118.754922,32.085661,32.08963,"[(118.754922, 32.085661), (118.754869, 32.085793), (118.754037, 32.08773), (118.75322, 32.08963)]"
97,DAOLU_2022_97,牌楼巷,LineString,EPSG:4326 (WGS84经纬度),414.27,118.766437,118.767972,32.044623,32.048108,"[(118.767972, 32.048108), (118.767589, 32.047187), (118.767079, 32.046407), (118.766437, 32.044623)]"
98,DAOLU_2022_98,广州路,LineString,EPSG:4326 (WGS84经纬度),218.96,118.753989,118.756302,32.050299,32.050371,"[(118.756302, 32.050371), (118.756015, 32.050349), (118.755372, 32.050299), (118.754289, 32.050359), (118.753989, 32.050369)]"
99,DAOLU_2022_99,湖南路,LineString,EPSG:4326 (WGS84经纬度),1055.09,118.767829,118.778925,32.070606,32.071381,"[(118.767829, 32.070606), (118.767976, 32.070702), (118.768341, 32.0708), (118.772356, 32.071105), (118.778925, 32.071381)]"
100,DAOLU_2022_100,西康路,LineString,EPSG:4326 (WGS84经纬度),602.08,118.758443,118.759167,32.057069,32.062424,"[(118.758443, 32.057069), (118.758848, 32.058078), (118.759031, 32.058834), (118.759088, 32.060069), (118.759141, 32.061637), (118.759167, 32.062424)]"
101,DAOLU_2022_101,南秀村,LineString,EPSG:4326 (WGS84经纬度),394.07,118.768836,118.772942,32.057702,32.057892,"[(118.768836, 32.057758), (118.769423, 32.057704), (118.770457, 32.057702), (118.770835, 32.057711), (118.770884, 32.057778), (118.771009, 32.057834), (118.771498, 32.057883), (118.771855, 32.057891), (118.772153, 32.057892), (118.772751, 32.05789), (118.772942, 32.057889)]"
102,DAOLU_2022_102,小粉桥,LineString,EPSG:4326 (WGS84经纬度),404.87,118.777453,118.778398,32.052367,32.055927,"[(118.777453, 32.055927), (118.777862, 32.054197), (118.777931, 32.053986), (118.778168, 32.053138), (118.778352, 32.052483), (118.778398, 32.052367)]"
103,DAOLU_2022_103,上海路,LineString,EPSG:4326 (WGS84经纬度),1982.95,118.768753,118.772495,32.044335,32.061158,"[(118.77106, 32.044335), (118.771315, 32.045191), (118.771442, 32.045844), (118.771558, 32.04661), (118.771664, 32.047267), (118.771684, 32.047949), (118.771691, 32.048029), (118.771699, 32.048119), (118.77177, 32.04832), (118.771897, 32.048663), (118.772294, 32.049444), (118.772473, 32.050154), (118.772495, 32.050237), (118.772494, 32.05059), (118.772401, 32.050886), (118.772236, 32.051173), (118.772044, 32.051417), (118.771875, 32.051597), (118.771253, 32.052116), (118.770854, 32.052521), (118.769524, 32.054887), (118.768753, 32.056788), (118.768836, 32.057758), (118.769101, 32.059703), (118.769421, 32.061158)]"
104,DAOLU_2022_104,天津路,LineString,EPSG:4326 (WGS84经纬度),622.8,118.77641,118.777453,32.055927,32.061368,"[(118.776446, 32.061368), (118.776678, 32.060906), (118.77641, 32.060296), (118.776492, 32.05989), (118.776574, 32.059657), (118.776647, 32.059451), (118.7768, 32.059018), (118.776841, 32.058849), (118.77704, 32.057964), (118.777198, 32.057191), (118.777313, 32.056574), (118.777453, 32.055927)]"
105,DAOLU_2022_105,紫竹林路,LineString,EPSG:4326 (WGS84经纬度),824.62,118.770799,118.771254,32.079442,32.086861,"[(118.771254, 32.079442), (118.771242, 32.079753), (118.770903, 32.082979), (118.770899, 32.085494), (118.770883, 32.086273), (118.770799, 32.086861)]"
106,DAOLU_2022_106,汉口路,LineString,EPSG:4326 (WGS84经纬度),142.81,118.777453,118.778959,32.055927,32.056047,"[(118.778959, 32.056047), (118.777453, 32.055927)]"
107,DAOLU_2022_107,察哈尔路,LineString,EPSG:4326 (WGS84经纬度),3831.76,118.735546,118.766822,32.076394,32.094181,"[(118.766822, 32.094181), (118.765713, 32.091022), (118.764425, 32.090459), (118.760728, 32.087448), (118.754417, 32.082253), (118.752921, 32.08088), (118.75093, 32.079747), (118.750339, 32.079338), (118.749514, 32.078748), (118.748978, 32.078435), (118.74871, 32.078314), (118.748086, 32.078017), (118.746963, 32.077671), (118.74613, 32.077618), (118.745302, 32.077756), (118.744647, 32.07774), (118.743739, 32.077161), (118.742911, 32.076632), (118.742473, 32.076455), (118.7421, 32.076394), (118.7418, 32.076396), (118.741613, 32.076418), (118.741401, 32.076442), (118.738378, 32.076938), (118.735546, 32.077577)]"
108,DAOLU_2022_108,郑和北路,LineString,EPSG:4326 (WGS84经纬度),598.38,118.740654,118.746775,32.09843,32.099248,"[(118.746775, 32.098841), (118.746087, 32.099018), (118.745577, 32.099131), (118.745119, 32.099207), (118.744673, 32.099244), (118.744137, 32.099248), (118.743578, 32.099223), (118.743059, 32.099156), (118.742667, 32.099082), (118.742359, 32.099002), (118.741328, 32.098703), (118.740654, 32.09843)]"
109,DAOLU_2022_109,江东北路,LineString,EPSG:4326 (WGS84经纬度),332.88,118.733345,118.734987,32.072208,32.074865,"[(118.733345, 32.072208), (118.734987, 32.074865)]"
110,DAOLU_2022_110,铁路北街,LineString,EPSG:4326 (WGS84经纬度),190.55,118.755094,118.756518,32.084073,32.085236,"[(118.756518, 32.084073), (118.755204, 32.084962), (118.755094, 32.085236)]"
111,DAOLU_2022_111,汉口西路,LineString,EPSG:4326 (WGS84经纬度),412.56,118.768753,118.772968,32.05592,32.056788,"[(118.772968, 32.05592), (118.772701, 32.055923), (118.772227, 32.055973), (118.771823, 32.056086), (118.771219, 32.056254), (118.770497, 32.056523), (118.770092, 32.056626), (118.769256, 32.056727), (118.768887, 32.056767), (118.768753, 32.056788)]"
112,DAOLU_2022_112,建宁路,LineString,EPSG:4326 (WGS84经纬度),4339.84,118.737535,118.782107,32.091852,32.096079,"[(118.737535, 32.093553), (118.739372, 32.093482), (118.744016, 32.093643), (118.746237, 32.094345), (118.748369, 32.095033), (118.750185, 32.096006), (118.752546, 32.095967), (118.754107, 32.095995), (118.75556, 32.096015), (118.759162, 32.096079), (118.766822, 32.094181), (118.769096, 32.093382), (118.769892, 32.09308), (118.77018, 32.092972), (118.770623, 32.092839), (118.771007, 32.092756), (118.771362, 32.092695), (118.771789, 32.092665), (118.772406, 32.092637), (118.772926, 32.092597), (118.773564, 32.09254), (118.77402, 32.092505), (118.774498, 32.09244), (118.774683, 32.092399), (118.776775, 32.091922), (118.77748, 32.091852), (118.778879, 32.091852), (118.782107, 32.092147)]"
113,DAOLU_2022_113,龙园东路,LineString,EPSG:4326 (WGS84经纬度),1690.84,118.740035,118.743518,32.053963,32.068566,"[(118.740035, 32.068566), (118.741039, 32.067183), (118.741437, 32.066498), (118.742005, 32.06552), (118.742271, 32.065001), (118.742584, 32.064392), (118.743035, 32.063265), (118.743282, 32.062228), (118.743453, 32.061119), (118.743518, 32.060091), (118.743464, 32.058928), (118.743368, 32.057582), (118.74328, 32.056471), (118.74325, 32.056081), (118.743166, 32.055099), (118.743069, 32.053963)]"
114,DAOLU_2022_114,姜家园路,LineString,EPSG:4326 (WGS84经纬度),1818.86,118.73768,118.739525,32.072629,32.0889,"[(118.739017, 32.0889), (118.739034, 32.088803), (118.739182, 32.087719), (118.739375, 32.085429), (118.739517, 32.084376), (118.739525, 32.08432), (118.739332, 32.083265), (118.739139, 32.08212), (118.738946, 32.081211), (118.738903, 32.080193), (118.738881, 32.080054), (118.738691, 32.078878), (118.738378, 32.076938), (118.738371, 32.076851), (118.737905, 32.074006), (118.737731, 32.072939), (118.73768, 32.072629)]"
115,DAOLU_2022_115,青岛路,LineString,EPSG:4326 (WGS84经纬度),421.65,118.772968,118.773208,32.052139,32.05592,"[(118.772968, 32.05592), (118.773002, 32.05552), (118.773208, 32.053748), (118.773197, 32.053172), (118.773069, 32.052556), (118.77311, 32.05233), (118.773121, 32.052139)]"
116,DAOLU_2022_116,清凉门大街,LineString,EPSG:4326 (WGS84经纬度),187.35,118.752461,118.753989,32.0493,32.050369,"[(118.752461, 32.0493), (118.752523, 32.049347), (118.753627, 32.050189), (118.753989, 32.050369)]"
117,DAOLU_2022_117,莫干路,LineString,EPSG:4326 (WGS84经纬度),245.39,118.762131,118.763895,32.061972,32.06359,"[(118.763895, 32.06359), (118.76275, 32.062618), (118.762574, 32.06247), (118.762131, 32.061972)]"
118,DAOLU_2022_118,石头城路,LineString,EPSG:4326 (WGS84经纬度),2731.14,118.742586,118.752523,32.049347,32.070196,"[(118.742586, 32.070196), (118.742628, 32.070125), (118.743066, 32.069601), (118.743414, 32.068729), (118.743713, 32.068105), (118.744375, 32.067119), (118.745076, 32.066162), (118.74543, 32.065399), (118.745523, 32.064555), (118.745749, 32.062746), (118.745903, 32.061525), (118.746014, 32.060879), (118.746042, 32.060713), (118.746114, 32.059673), (118.746425, 32.057209), (118.746758, 32.055509), (118.746951, 32.054454), (118.746779, 32.054017), (118.746458, 32.053698), (118.746064, 32.053481), (118.746159, 32.053413), (118.748098, 32.052025), (118.749704, 32.050712), (118.750651, 32.050203), (118.752523, 32.049347)]"
119,DAOLU_2022_119,永庆巷,LineString,EPSG:4326 (WGS84经纬度),385.56,118.767972,118.771927,32.048108,32.048723,"[(118.771927, 32.048723), (118.771716, 32.048606), (118.771489, 32.048529), (118.771044, 32.048359), (118.770846, 32.048292), (118.77066, 32.048269), (118.769863, 32.048268), (118.768994, 32.048194), (118.767972, 32.048108)]"
120,DAOLU_2022_120,大桥南路,LineString,EPSG:4326 (WGS84经纬度),6467.84,118.748453,118.760741,32.044318,32.098363,"[(118.760741, 32.044318), (118.759865, 32.045436), (118.758544, 32.046591), (118.752098, 32.052125), (118.750589, 32.062485), (118.751205, 32.067543), (118.751943, 32.069547), (118.75216, 32.073211), (118.751367, 32.074051), (118.750453, 32.07474), (118.749845, 32.075119), (118.749426, 32.075629), (118.749217, 32.07607), (118.749082, 32.076572), (118.748793, 32.078533), (118.74865, 32.079701), (118.748453, 32.081596), (118.748456, 32.082208), (118.748576, 32.084132), (118.748652, 32.085342), (118.748784, 32.087133), (118.74887, 32.087697), (118.749202, 32.089688), (118.749413, 32.09097), (118.749569, 32.091779), (118.749678, 32.092414), (118.749823, 32.093624), (118.749861, 32.093913), (118.750185, 32.096006), (118.75028, 32.097348), (118.750366, 32.098363)]"
121,DAOLU_2022_121,龙蟠里,LineString,EPSG:4326 (WGS84经纬度),373.78,118.758544,118.760228,32.046591,32.049638,"[(118.760228, 32.049638), (118.760029, 32.049179), (118.759622, 32.048379), (118.758544, 32.046591)]"
122,DAOLU_2022_122,水佑岗,LineString,EPSG:4326 (WGS84经纬度),675.98,118.751943,118.759,32.069547,32.07041,"[(118.751943, 32.069547), (118.753572, 32.06957), (118.755763, 32.070074), (118.759, 32.07041)]"
123,DAOLU_2022_123,颐和路,LineString,EPSG:4326 (WGS84经纬度),600.7,118.759139,118.76368,32.063385,32.067178,"[(118.76368, 32.067178), (118.761846, 32.065667), (118.760502, 32.064534), (118.759139, 32.063385)]"
124,DAOLU_2022_124,郑淮路,LineString,EPSG:4326 (WGS84经纬度),730.61,118.734058,118.740035,32.068566,32.072509,"[(118.734058, 32.072509), (118.734148, 32.072497), (118.734677, 32.072293), (118.736083, 32.071684), (118.736443, 32.071523), (118.737123, 32.07122), (118.738432, 32.070402), (118.73916, 32.069642), (118.739452, 32.069338), (118.739855, 32.06881), (118.740035, 32.068566)]"
125,DAOLU_2022_125,广州路,LineString,EPSG:4326 (WGS84经纬度),772.17,118.770854,118.778967,32.052125,32.052521,"[(118.778967, 32.052356), (118.778398, 32.052367), (118.776504, 32.052176), (118.775759, 32.052143), (118.77494, 32.052125), (118.774139, 32.052147), (118.773121, 32.052139), (118.771906, 32.052276), (118.770854, 32.052521)]"
126,DAOLU_2022_126,广州路,LineString,EPSG:4326 (WGS84经纬度),1634.81,118.756302,118.770854,32.049487,32.053576,"[(118.770854, 32.052521), (118.77064, 32.05256), (118.769193, 32.052916), (118.769067, 32.052946), (118.767482, 32.053285), (118.766217, 32.053576), (118.766043, 32.053549), (118.765096, 32.05246), (118.76447, 32.051102), (118.764127, 32.050647), (118.763614, 32.050251), (118.7633, 32.050119), (118.761732, 32.049553), (118.761253, 32.049487), (118.76077, 32.049543), (118.760228, 32.049638), (118.759257, 32.049999), (118.758658, 32.050145), (118.757561, 32.050462), (118.757088, 32.050515), (118.756302, 32.050371)]"
127,DAOLU_2022_127,姜家巷,LineString,EPSG:4326 (WGS84经纬度),272.38,118.736019,118.738881,32.080054,32.080334,"[(118.738881, 32.080054), (118.737697, 32.080118), (118.736826, 32.080197), (118.736019, 32.080334)]"
128,DAOLU_2022_128,广东路,LineString,EPSG:4326 (WGS84经纬度),336.63,118.762167,118.762793,32.080215,32.083203,"[(118.762793, 32.080215), (118.762733, 32.080451), (118.76237, 32.082397), (118.762167, 32.083203)]"
129,DAOLU_2022_129,许府巷,LineString,EPSG:4326 (WGS84经纬度),1084.75,118.767399,118.778861,32.085256,32.085597,"[(118.767399, 32.085402), (118.768248, 32.08547), (118.769083, 32.085532), (118.7698, 32.085597), (118.770157, 32.085592), (118.770899, 32.085494), (118.771342, 32.085458), (118.772292, 32.085447), (118.77268, 32.085429), (118.772829, 32.085419), (118.773608, 32.085366), (118.774207, 32.085324), (118.774961, 32.0853), (118.775348, 32.085297), (118.776015, 32.085283), (118.777109, 32.085256), (118.778782, 32.085257), (118.778861, 32.085257)]"
130,DAOLU_2022_130,护城河南路,LineString,EPSG:4326 (WGS84经纬度),882.4,118.749104,118.758066,32.088997,32.09101,"[(118.758066, 32.09101), (118.755823, 32.090217), (118.754085, 32.089862), (118.75322, 32.08963), (118.751745, 32.08924), (118.750555, 32.088997), (118.749329, 32.089098), (118.749104, 32.089103)]"
131,DAOLU_2022_131,三牌楼大街,LineString,EPSG:4326 (WGS84经纬度),918.77,118.756603,118.763761,32.078549,32.084005,"[(118.763761, 32.078549), (118.762738, 32.079768), (118.762256, 32.080173), (118.76181, 32.080547), (118.76092, 32.081356), (118.760544, 32.081583), (118.758911, 32.082259), (118.758077, 32.082872), (118.757312, 32.083517), (118.756603, 32.084005)]"
132,DAOLU_2022_132,宁夏路,LineString,EPSG:4326 (WGS84经纬度),223.81,118.759948,118.76184,32.068165,32.069351,"[(118.759948, 32.068165), (118.76062, 32.068431), (118.76184, 32.069351)]"
133,DAOLU_2022_133,广东路,LineString,EPSG:4326 (WGS84经纬度),671.17,118.760728,118.762122,32.083471,32.087448,"[(118.762122, 32.083471), (118.761615, 32.08573), (118.760728, 32.087448), (118.761615, 32.08573)]"
134,DAOLU_2022_134,华侨路,LineString,EPSG:4326 (WGS84经纬度),667.38,118.771927,118.778883,32.047891,32.048801,"[(118.778883, 32.047891), (118.777804, 32.048163), (118.776567, 32.048317), (118.776025, 32.048385), (118.774953, 32.048519), (118.773488, 32.048643), (118.772212, 32.048801), (118.771927, 32.048723)]"
135,DAOLU_2022_135,云南北路,LineString,EPSG:4326 (WGS84经纬度),607.82,118.77225,118.775235,32.066769,32.071216,"[(118.77225, 32.066769), (118.773484, 32.06776), (118.774314, 32.068359), (118.774706, 32.068713), (118.774953, 32.068938), (118.775081, 32.069234), (118.775235, 32.069678), (118.775223, 32.071216)]"
136,DAOLU_2022_136,南瑞路,LineString,EPSG:4326 (WGS84经纬度),1169.96,118.767303,118.767796,32.079367,32.089869,"[(118.767796, 32.089869), (118.767749, 32.089784), (118.767464, 32.088737), (118.767303, 32.087756), (118.767303, 32.087265), (118.767378, 32.085828), (118.767399, 32.085402), (118.767428, 32.085094), (118.767444, 32.082756), (118.767405, 32.080303), (118.767396, 32.079367)]"
137,DAOLU_2022_137,江苏路,LineString,EPSG:4326 (WGS84经纬度),303.48,118.76184,118.764115,32.067418,32.069351,"[(118.764115, 32.067418), (118.764074, 32.067456), (118.763989, 32.067521), (118.763926, 32.067569), (118.763646, 32.067796), (118.762489, 32.068792), (118.76184, 32.069351)]"
138,DAOLU_2022_138,汉口路,LineString,EPSG:4326 (WGS84经纬度),422.7,118.773002,118.777453,32.05552,32.055927,"[(118.777453, 32.055927), (118.773002, 32.05552)]"
139,DAOLU_2022_139,北京西路,LineString,EPSG:4326 (WGS84经纬度),3182.08,118.746042,118.778954,32.060713,32.063078,"[(118.778954, 32.060751), (118.776678, 32.060906), (118.773548, 32.061072), (118.771754, 32.060928), (118.769421, 32.061158), (118.765054, 32.061429), (118.762131, 32.061972), (118.759167, 32.062424), (118.757494, 32.062689), (118.756183, 32.062869), (118.755262, 32.062996), (118.754533, 32.063078), (118.753583, 32.063047), (118.752587, 32.062913), (118.75173, 32.062787), (118.750589, 32.062485), (118.748132, 32.061289), (118.746042, 32.060713)]"
140,DAOLU_2022_140,西康路,LineString,EPSG:4326 (WGS84经纬度),1358.56,118.758565,118.759948,32.062424,32.074287,"[(118.758565, 32.074287), (118.759173, 32.068798), (118.759948, 32.068165), (118.759924, 32.067332), (118.759801, 32.06666), (118.75975, 32.066411), (118.759686, 32.065956), (118.75945, 32.065474), (118.759139, 32.064138), (118.759139, 32.063385), (118.759182, 32.062944), (118.759167, 32.062424)]"
141,DAOLU_2022_141,姜圩路,LineString,EPSG:4326 (WGS84经纬度),271.03,118.736679,118.739517,32.084376,32.08473,"[(118.736679, 32.08473), (118.737404, 32.084595), (118.738598, 32.084452), (118.739517, 32.084376)]"
142,DAOLU_2022_142,琅琊路,LineString,EPSG:4326 (WGS84经纬度),441.2,118.759438,118.762737,32.062607,32.065425,"[(118.759438, 32.065425), (118.762737, 32.062607)]"
