原始要素ID,DIKUAI_ID,核心地块编号,几何类型,坐标系,面积（平方米）,最小经度,最大经度,最小纬度,最大纬度,完整GeoJSON坐标
46,DIKUAI_2023_0050,0050,Polygon,EPSG:4326 (WGS84经纬度),3014.55,118.746289,118.746892,32.088229,32.088812,"[[[118.746892, 32.088318], [118.746884, 32.088242], [118.746807, 32.088229], [118.7464, 32.088338], [118.746289, 32.088713], [118.746589, 32.088812], [118.746892, 32.088318]]]"
47,DIKUAI_2023_0052,0052,Polygon,EPSG:4326 (WGS84经纬度),127120.15,118.762369,118.767509,32.087954,32.09064,"[[[118.765483, 32.09064], [118.765929, 32.09062], [118.766285, 32.090488], [118.766807, 32.090183], [118.766296, 32.089651], [118.766513, 32.089348], [118.767509, 32.089366], [118.767435, 32.089071], [118.767365, 32.088735], [118.767292, 32.088404], [118.767273, 32.088271], [118.767244, 32.088074], [118.76249, 32.087954], [118.762369, 32.088542], [118.763155, 32.089197], [118.763715, 32.089066], [118.764399, 32.089612], [118.764037, 32.089931], [118.76415, 32.090025], [118.764587, 32.090305], [118.764976, 32.090498], [118.765483, 32.09064]]]"
48,DIKUAI_2023_0053,0053,Polygon,EPSG:4326 (WGS84经纬度),42127.7,118.747314,118.749253,32.088965,32.091932,"[[[118.749196, 32.090738], [118.74847, 32.090484], [118.74865, 32.08968], [118.748786, 32.08907], [118.748317, 32.088968], [118.748311, 32.088966], [118.748304, 32.088965], [118.748297, 32.088965], [118.748291, 32.088966], [118.748285, 32.088968], [118.748279, 32.088971], [118.748274, 32.088974], [118.748269, 32.088979], [118.748265, 32.088983], [118.748215, 32.089123], [118.748103, 32.089422], [118.747989, 32.08976], [118.747872, 32.090066], [118.747774, 32.090339], [118.747643, 32.090712], [118.747443, 32.091268], [118.747314, 32.09158], [118.748063, 32.091753], [118.748811, 32.091932], [118.749057, 32.091132], [118.749253, 32.091033], [118.749196, 32.090738]]]"
49,DIKUAI_2023_0054,0054,Polygon,EPSG:4326 (WGS84经纬度),3812.86,118.775253,118.775774,32.083264,32.083826,"[[[118.775754, 32.083615], [118.775774, 32.083294], [118.775304, 32.083264], [118.77528, 32.083397], [118.775253, 32.083803], [118.77574, 32.083826], [118.775754, 32.083615]]]"
50,DIKUAI_2023_4012,4012,Polygon,EPSG:4326 (WGS84经纬度),129905.08,118.757605,118.762565,32.080408,32.084484,"[[[118.761856, 32.084467], [118.76186, 32.084462], [118.761958, 32.084041], [118.762126, 32.083323], [118.762177, 32.083093], [118.762219, 32.082921], [118.76223, 32.08287], [118.761847, 32.082837], [118.761644, 32.082997], [118.761313, 32.082947], [118.76149, 32.082185], [118.76234, 32.08233], [118.762354, 32.082258], [118.762431, 32.081877], [118.762526, 32.081347], [118.762565, 32.081139], [118.762424, 32.081122], [118.762508, 32.080408], [118.762046, 32.0808], [118.762062, 32.080866], [118.76115, 32.081695], [118.760917, 32.081521], [118.760757, 32.081991], [118.760419, 32.08192], [118.760294, 32.082138], [118.75957, 32.082025], [118.759343, 32.082101], [118.759156, 32.082174], [118.758953, 32.082273], [118.758707, 32.082419], [118.758695, 32.082427], [118.758593, 32.082501], [118.75849, 32.082581], [118.758438, 32.082624], [118.758263, 32.082783], [118.758056, 32.082974], [118.757873, 32.083141], [118.75772, 32.083279], [118.757634, 32.083356], [118.757619, 32.083369], [118.757607, 32.083382], [118.757605, 32.083406], [118.757608, 32.083429], [118.757615, 32.083452], [118.757626, 32.083474], [118.757641, 32.083493], [118.757676, 32.083528], [118.757716, 32.083559], [118.757759, 32.083586], [118.757806, 32.083609], [118.757907, 32.083637], [118.758106, 32.083671], [118.75824, 32.083699], [118.758548, 32.083757], [118.75875, 32.083796], [118.758938, 32.083831], [118.759045, 32.083851], [118.759134, 32.083881], [118.75946, 32.083935], [118.759551, 32.083948], [118.759641, 32.08396], [118.759688, 32.083965], [118.759704, 32.083968], [118.759746, 32.083977], [118.759763, 32.083984], [118.759857, 32.084023], [118.759985, 32.084081], [118.760064, 32.084102], [118.760308, 32.084163], [118.76049, 32.08421], [118.760587, 32.084236], [118.760683, 32.084256], [118.760931, 32.08431], [118.76117, 32.084358], [118.76162, 32.084446], [118.761822, 32.084484], [118.761829, 32.084483], [118.761835, 32.084482], [118.761842, 32.084479], [118.761847, 32.084476], [118.761852, 32.084472], [118.761856, 32.084467]]]"
51,DIKUAI_2023_0056,0056,Polygon,EPSG:4326 (WGS84经纬度),128719.2,118.753905,118.757783,32.086047,32.08966,"[[[118.757148, 32.08966], [118.757287, 32.089442], [118.757427, 32.08846], [118.757594, 32.08729], [118.757727, 32.087297], [118.757783, 32.086047], [118.757689, 32.086048], [118.757555, 32.086047], [118.756991, 32.086054], [118.756731, 32.086059], [118.756542, 32.086064], [118.756287, 32.086092], [118.756166, 32.086098], [118.756144, 32.086253], [118.754315, 32.087376], [118.754252, 32.087522], [118.754129, 32.087811], [118.753971, 32.088181], [118.753905, 32.088336], [118.757148, 32.08966]]]"
52,DIKUAI_2023_0057,0057,Polygon,EPSG:4326 (WGS84经纬度),3860.08,118.77574,118.776282,32.083294,32.083848,"[[[118.776282, 32.083337], [118.775774, 32.083294], [118.775768, 32.083404], [118.775754, 32.083615], [118.77574, 32.083826], [118.775741, 32.083826], [118.776232, 32.083848], [118.776239, 32.083699], [118.776263, 32.083682], [118.776282, 32.083337]]]"
53,DIKUAI_2023_0058,0058,Polygon,EPSG:4326 (WGS84经纬度),5596.03,118.749394,118.750492,32.080314,32.08104,"[[[118.750191, 32.08104], [118.750492, 32.080724], [118.749651, 32.080314], [118.749394, 32.080666], [118.750191, 32.08104]]]"
54,DIKUAI_2023_0059,0059,Polygon,EPSG:4326 (WGS84经纬度),42800.81,118.774994,118.777136,32.085326,32.086786,"[[[118.775082, 32.085352], [118.774994, 32.086657], [118.77581, 32.08677], [118.77707, 32.086786], [118.777136, 32.086236], [118.77712, 32.085763], [118.77704, 32.085326], [118.775082, 32.085352]]]"
55,DIKUAI_2023_0060,0060,Polygon,EPSG:4326 (WGS84经纬度),64973.48,118.767578,118.770868,32.082921,32.08536,"[[[118.769097, 32.08536], [118.769087, 32.084397], [118.770868, 32.084321], [118.770866, 32.084249], [118.770865, 32.083859], [118.770864, 32.083808], [118.770225, 32.083813], [118.770232, 32.083583], [118.769889, 32.083566], [118.769892, 32.082925], [118.769648, 32.082924], [118.768996, 32.082921], [118.769076, 32.083513], [118.767602, 32.083535], [118.767615, 32.084504], [118.76759, 32.084975], [118.767578, 32.085158], [118.767585, 32.085179], [118.767595, 32.085199], [118.767608, 32.085217], [118.767624, 32.085233], [118.767662, 32.085257], [118.767899, 32.085273], [118.768242, 32.085296], [118.768524, 32.085315], [118.76875, 32.085329], [118.768861, 32.085336], [118.769097, 32.08536]]]"
56,DIKUAI_2023_4013,4013,Polygon,EPSG:4326 (WGS84经纬度),71858.48,118.779104,118.784184,32.090514,32.091927,"[[[118.783852, 32.091439], [118.7839, 32.091413], [118.783891, 32.091396], [118.783871, 32.091357], [118.783658, 32.091437], [118.783013, 32.0917], [118.782645, 32.091826], [118.782504, 32.091812], [118.782407, 32.091789], [118.782366, 32.091753], [118.782526, 32.091594], [118.782545, 32.091599], [118.782698, 32.091601], [118.782941, 32.091543], [118.783238, 32.091435], [118.783712, 32.091239], [118.784151, 32.091045], [118.784184, 32.090999], [118.784168, 32.090836], [118.784165, 32.090612], [118.783036, 32.090532], [118.782774, 32.090514], [118.781997, 32.090539], [118.781996, 32.090539], [118.780931, 32.090574], [118.780889, 32.090717], [118.780617, 32.090717], [118.780592, 32.090854], [118.780567, 32.090992], [118.780313, 32.090983], [118.780312, 32.090983], [118.780044, 32.09089], [118.780044, 32.09089], [118.779105, 32.090742], [118.779104, 32.090741], [118.779113, 32.090782], [118.779119, 32.090844], [118.779122, 32.09088], [118.779149, 32.091127], [118.779316, 32.091396], [118.779582, 32.09162], [118.782188, 32.091924], [118.782282, 32.091927], [118.782354, 32.091914], [118.782573, 32.091884], [118.78282, 32.091825], [118.783852, 32.091439]]]"
57,DIKUAI_2023_0062,0062,Polygon,EPSG:4326 (WGS84经纬度),84516.54,118.739874,118.742694,32.088687,32.093518,"[[[118.741809, 32.093518], [118.742076, 32.090862], [118.742694, 32.089502], [118.742319, 32.089077], [118.742147, 32.088687], [118.741843, 32.088713], [118.741846, 32.088741], [118.741666, 32.088758], [118.741662, 32.088727], [118.741601, 32.088733], [118.74139, 32.088841], [118.741046, 32.088871], [118.741067, 32.089722], [118.740407, 32.089783], [118.740421, 32.0899], [118.740448, 32.089884], [118.740488, 32.089881], [118.740523, 32.089898], [118.740541, 32.089934], [118.740592, 32.090071], [118.740652, 32.090167], [118.740684, 32.090195], [118.740723, 32.090195], [118.740773, 32.090171], [118.740845, 32.090139], [118.740917, 32.090145], [118.740984, 32.090186], [118.741034, 32.090183], [118.741099, 32.090147], [118.741161, 32.090108], [118.741229, 32.090102], [118.741352, 32.090076], [118.741375, 32.089961], [118.741386, 32.089789], [118.741338, 32.089608], [118.741324, 32.089587], [118.741303, 32.089558], [118.741221, 32.089458], [118.741178, 32.089369], [118.741255, 32.089341], [118.741285, 32.089408], [118.741335, 32.089459], [118.741364, 32.089485], [118.741395, 32.08962], [118.74143, 32.08977], [118.741474, 32.08991], [118.741537, 32.090036], [118.741593, 32.090137], [118.741618, 32.090199], [118.74162, 32.09025], [118.741619, 32.090293], [118.741622, 32.090351], [118.741643, 32.090409], [118.741664, 32.090443], [118.741742, 32.090502], [118.741805, 32.090582], [118.741844, 32.090683], [118.741867, 32.0908], [118.741869, 32.090906], [118.741869, 32.090976], [118.741835, 32.09104], [118.741798, 32.09107], [118.741748, 32.091088], [118.741698, 32.09113], [118.741647, 32.091196], [118.741578, 32.091299], [118.741554, 32.091377], [118.741486, 32.091408], [118.741414, 32.091405], [118.741283, 32.091385], [118.741155, 32.09139], [118.741058, 32.091441], [118.740964, 32.091519], [118.740931, 32.09156], [118.740919, 32.091593], [118.740898, 32.091644], [118.740922, 32.091668], [118.740931, 32.091739], [118.740904, 32.091777], [118.740875, 32.091779], [118.740796, 32.091772], [118.740766, 32.091753], [118.74078, 32.091683], [118.740832, 32.091514], [118.740763, 32.091369], [118.740774, 32.091315], [118.740777, 32.091282], [118.740742, 32.091261], [118.740666, 32.091253], [118.740635, 32.091256], [118.740609, 32.091274], [118.740575, 32.091307], [118.740532, 32.091319], [118.740459, 32.091342], [118.740327, 32.091322], [118.740242, 32.091324], [118.740173, 32.091334], [118.740141, 32.091343], [118.740108, 32.091367], [118.740068, 32.091407], [118.740029, 32.091433], [118.739957, 32.091458], [118.739919, 32.09148], [118.739895, 32.091509], [118.739879, 32.091545], [118.739874, 32.091593], [118.739903, 32.091672], [118.739983, 32.091722], [118.740033, 32.091746], [118.740042, 32.091804], [118.740017, 32.092009], [118.739982, 32.092133], [118.739982, 32.092204], [118.739993, 32.09223], [118.740004, 32.092257], [118.74006, 32.09231], [118.740175, 32.09235], [118.74048, 32.09241], [118.74073, 32.092511], [118.740791, 32.092702], [118.740772, 32.092789], [118.740778, 32.092905], [118.740766, 32.093015], [118.740748, 32.093406], [118.741116, 32.093465], [118.741809, 32.093518]]]"
58,DIKUAI_2023_0063,0063,Polygon,EPSG:4326 (WGS84经纬度),112161.21,118.767458,118.770897,32.085532,32.089318,"[[[118.768418, 32.089318], [118.768524, 32.089278], [118.768612, 32.089245], [118.768698, 32.089216], [118.768864, 32.089194], [118.768987, 32.08916], [118.769003, 32.089157], [118.768649, 32.088156], [118.769682, 32.088072], [118.769772, 32.089014], [118.76981, 32.089009], [118.770052, 32.088988], [118.77025, 32.088984], [118.770451, 32.088981], [118.770636, 32.088992], [118.770637, 32.088943], [118.770645, 32.088857], [118.770646, 32.08885], [118.770694, 32.088259], [118.770745, 32.087628], [118.770768, 32.087304], [118.770774, 32.087149], [118.770773, 32.087099], [118.770759, 32.086976], [118.770758, 32.086894], [118.770767, 32.086824], [118.770819, 32.086635], [118.770877, 32.086416], [118.770897, 32.08631], [118.770897, 32.086244], [118.769891, 32.086264], [118.769877, 32.085624], [118.769811, 32.085619], [118.769278, 32.085571], [118.768856, 32.085532], [118.768814, 32.086247], [118.76963, 32.086258], [118.769621, 32.086786], [118.767468, 32.086752], [118.767458, 32.086964], [118.76746, 32.08726], [118.767472, 32.087564], [118.767507, 32.087884], [118.767559, 32.088224], [118.767595, 32.08839], [118.767643, 32.088608], [118.76766, 32.088631], [118.76775, 32.088708], [118.767764, 32.088718], [118.767837, 32.088763], [118.767874, 32.088786], [118.767968, 32.088841], [118.767997, 32.088853], [118.768055, 32.088866], [118.768073, 32.088872], [118.768098, 32.088885], [118.768123, 32.088914], [118.768237, 32.089082], [118.768333, 32.089233], [118.768359, 32.089276], [118.768379, 32.0893], [118.768395, 32.089313], [118.768408, 32.089317], [118.768418, 32.089318]]]"
59,DIKUAI_2023_0064,0064,Polygon,EPSG:4326 (WGS84经纬度),1929.15,118.770858,118.771124,32.08025,32.081759,"[[[118.770967, 32.081759], [118.770972, 32.081707], [118.771013, 32.081289], [118.771037, 32.081054], [118.771078, 32.080666], [118.771098, 32.080482], [118.771119, 32.080291], [118.771124, 32.080252], [118.771032, 32.08025], [118.770958, 32.080981], [118.770965, 32.08101], [118.770919, 32.081498], [118.77088, 32.081495], [118.770858, 32.081751], [118.770967, 32.081759]]]"
60,DIKUAI_2023_0065,0065,Polygon,EPSG:4326 (WGS84经纬度),4550.54,118.745216,118.746002,32.08721,32.087726,"[[[118.745444, 32.087726], [118.745879, 32.087726], [118.745885, 32.087709], [118.745935, 32.087533], [118.746002, 32.087325], [118.745323, 32.08721], [118.745216, 32.087679], [118.745444, 32.087726]]]"
61,DIKUAI_2023_0066,0066,Polygon,EPSG:4326 (WGS84经纬度),2303.24,118.747464,118.748051,32.087205,32.087686,"[[[118.747481, 32.087582], [118.747464, 32.087658], [118.747492, 32.087686], [118.747769, 32.087619], [118.747963, 32.087538], [118.748038, 32.087478], [118.748051, 32.087417], [118.747825, 32.087248], [118.747729, 32.087205], [118.7477, 32.087207], [118.747677, 32.08723], [118.747481, 32.087582]]]"
62,DIKUAI_2023_0067,0067,Polygon,EPSG:4326 (WGS84经纬度),12756.41,118.74368,118.745107,32.087505,32.08827,"[[[118.743865, 32.08827], [118.745084, 32.088168], [118.745107, 32.08787], [118.745081, 32.087612], [118.74368, 32.087505], [118.743865, 32.08827]]]"
63,DIKUAI_2023_0068,0068,Polygon,EPSG:4326 (WGS84经纬度),9232.72,118.769877,118.770897,32.085589,32.086264,"[[[118.769891, 32.086264], [118.770897, 32.086244], [118.770896, 32.086198], [118.770885, 32.085991], [118.77088, 32.085626], [118.77083, 32.08561], [118.770778, 32.08559], [118.770716, 32.085589], [118.770593, 32.085601], [118.770423, 32.085637], [118.77024, 32.085652], [118.769877, 32.085624], [118.769891, 32.086264]]]"
64,DIKUAI_2023_0069,0069,Polygon,EPSG:4326 (WGS84经纬度),10016.6,118.747078,118.748293,32.085785,32.086745,"[[[118.747924, 32.086745], [118.747942, 32.086712], [118.748097, 32.086428], [118.748197, 32.086242], [118.748293, 32.086063], [118.747521, 32.085785], [118.747078, 32.086557], [118.747563, 32.086668], [118.747924, 32.086745]]]"
65,DIKUAI_2023_0070,0070,Polygon,EPSG:4326 (WGS84经纬度),13694.7,118.74031,118.741709,32.086444,32.088566,"[[[118.740706, 32.088523], [118.740869, 32.088422], [118.74126, 32.088396], [118.741457, 32.08847], [118.741532, 32.088464], [118.741529, 32.088443], [118.741709, 32.088428], [118.741526, 32.086444], [118.741354, 32.086677], [118.741259, 32.086922], [118.741267, 32.087076], [118.74127, 32.087185], [118.741273, 32.087293], [118.741272, 32.087558], [118.741296, 32.08759], [118.741293, 32.087801], [118.741292, 32.087832], [118.741291, 32.087863], [118.741283, 32.08793], [118.741275, 32.087996], [118.741221, 32.088092], [118.741211, 32.088109], [118.741179, 32.088123], [118.741141, 32.08814], [118.741123, 32.088147], [118.741111, 32.088136], [118.741095, 32.088122], [118.74107, 32.088106], [118.741012, 32.088111], [118.740975, 32.088138], [118.740947, 32.088166], [118.740917, 32.088185], [118.740904, 32.088193], [118.740876, 32.088194], [118.740706, 32.0882], [118.740652, 32.088195], [118.740545, 32.088185], [118.740411, 32.088173], [118.740347, 32.088153], [118.740339, 32.088151], [118.74031, 32.088566], [118.740675, 32.088535], [118.740706, 32.088523]]]"
66,DIKUAI_2023_0071,0071,Polygon,EPSG:4326 (WGS84经纬度),3076.38,118.779041,118.779552,32.08484,32.085285,"[[[118.779525, 32.085031], [118.779552, 32.08484], [118.779041, 32.084844], [118.779043, 32.085221], [118.779056, 32.085234], [118.779089, 32.085246], [118.779171, 32.085269], [118.779386, 32.085279], [118.779533, 32.085285], [118.779525, 32.085031]]]"
67,DIKUAI_2023_0072,0072,Polygon,EPSG:4326 (WGS84经纬度),16275.25,118.759097,118.760355,32.084827,32.086235,"[[[118.759628, 32.086235], [118.759668, 32.086063], [118.760024, 32.086066], [118.760039, 32.08602], [118.760222, 32.086027], [118.760227, 32.085937], [118.760254, 32.085578], [118.760343, 32.085112], [118.760354, 32.084946], [118.760355, 32.084827], [118.759494, 32.084919], [118.759493, 32.084919], [118.759392, 32.085535], [118.759097, 32.085787], [118.759427, 32.086067], [118.759628, 32.086235]]]"
68,DIKUAI_2023_0073,0073,Polygon,EPSG:4326 (WGS84经纬度),75656.08,118.757427,118.760103,32.085123,32.088621,"[[[118.759634, 32.088621], [118.759849, 32.08827], [118.760048, 32.087793], [118.760083, 32.08771], [118.760103, 32.087462], [118.760075, 32.087291], [118.760075, 32.087132], [118.760065, 32.086986], [118.759986, 32.086893], [118.75998, 32.087691], [118.759447, 32.087685], [118.759428, 32.086869], [118.759375, 32.086539], [118.758634, 32.086493], [118.758754, 32.085865], [118.757862, 32.085123], [118.757852, 32.085132], [118.757843, 32.085143], [118.757836, 32.085154], [118.757834, 32.085167], [118.757815, 32.08533], [118.7578, 32.08561], [118.75779, 32.085916], [118.757783, 32.086047], [118.757727, 32.087297], [118.757594, 32.08729], [118.757427, 32.08846], [118.757961, 32.088516], [118.759634, 32.088621], [118.759634, 32.088621]]]"
69,DIKUAI_2023_0074,0074,Polygon,EPSG:4326 (WGS84经纬度),16387.98,118.767592,118.769076,32.082668,32.083535,"[[[118.769076, 32.083513], [118.768996, 32.082921], [118.768961, 32.082668], [118.767683, 32.082802], [118.76765, 32.082803], [118.767592, 32.082805], [118.767602, 32.083535], [118.769076, 32.083513]]]"
